Technology,SiteCode,BSC_OR_RNCName,SiteName,Vendor,CityName,OMC,SiteType,Priority,Type,Region,OSV,ProposedRegion,Zone,MBU,Latitude,Longitude,_2G_OR_3G,Prime_OR_NotPrime,PMCLSiteIndoor_OR_Outdoor,GensetStatus,OMOColocation,CollocatedStatus,SitePowerProfileType,VLAN,Fixed/Non Fixed,Switch/Non Switch,P2P Links,PMP Links,MF Links,Total Links
4G,GJR5862,,LTE_GJR5862_H_Near Sarafa Bazar Main Bazaar Gujrat,Huawei,GUJRAT,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,10.0,C4-GRT-04,32.57283,74.07952,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,1974,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5941,,LTE_RUR5941,Huawei,SHEIKHUPURA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.8336,74.0469,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,2612,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5946,,LTE_RUR5946,Huawei,SHEIKHUPURA,Huawei,Bronze,Bronze,Macro,Central A,Huawei,R1,7.0,C2-SKP-04,31.8764,74.0666,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/TELENOR Host,,,2028,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0006,,LTE_GUJ0006__H_Ghalla,Huawei,GUJRANWALA,Huawei,Hub,Hub,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1675,74.1863,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,879,Fixed Site,Switch,21,27,-   ,48
4G,GUJ0081,,LTE_GUJ0081__P_MetalWorks,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1433,74.185,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,2014,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0233,,LTE_GUJ0233__S_C2WaterTank,Huawei,GUJRANWALA,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.2472,74.1013,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/CM-PAK Host,,,2092,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0278,,LTE_GUJ0278__P_RahwaliAC,Huawei,GUJRANWALA,Huawei,Hub,Hub,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.2536,74.1606,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2092,Fixed Site,Non Switch,1,-   ,-   ,1
4G,GUJ0279,,LTE_GUJ0279__P_SatelliteTownGujw,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1636,74.2091,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,873,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0309,,LTE_GUJ0309__P_GhantaGharGUJ,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1599,74.1781,2G/LTE,Standby,Indoor,Genset Installed,Jazz Host/UFONE Guest,,,2012,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0316,,LTE_GUJ0316__S_ThanawalaBazar,Huawei,GUJRANWALA,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,7.0,C4-GUJ-01,32.1585,74.1884,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2012,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0317,,LTE_GUJ0317__Q_Jinnahmarket,Huawei,GUJRANWALA,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1606,74.1879,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,879,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0318,,LTE_GUJ0318__T_LinkKasabanMarket,Huawei,GUJRANWALA,Huawei,Bronze,Bronze,Micro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1595,74.1879,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2012,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0348,,LTE_GUJ0348__P_DCColony,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.2228,74.152,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,871,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ0387,,LTE_GUJ0387__P_ModelTown,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1749,74.1783,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,869,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ3778,,LTE_GUJ3778__P_HondaSalesCentre,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1792,74.203,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1952,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ3803,,LTE_GUJ3803__P_Usman_Colony,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1901,74.2107,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR Guest,,,869,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ3816,,LTE_GUJ3816__P_Mohallah_Shaheenabad,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.191,74.1687,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK+UFONE Guest,,,1952,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ3875,,LTE_GUJ3875__P_SialkotBypass,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1954,74.213,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,869,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ3885,,LTE_GUJ3885__P_ArfatColony,Huawei,GUJRANWALA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1497,74.2007,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/UFONE Guest,,,2991,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ3887,,LTE_GUJ3887__P_ChandDaQila,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.0966,74.1973,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2016,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ3945,,LTE_GUJ3945__S_SethiPlaza,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1464,74.1935,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2016,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ4143,,LTE_GUJ4143__S_Khokharki,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1738,74.2056,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,869,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ4144,,LTE_GUJ4144__S_BBlockSatteliteTown,Huawei,GUJRANWALA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1602,74.1946,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,2991,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ4147,,LTE_GUJ4147__P_arywallaRd,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1727,74.1608,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1952,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ4178,,LTE_GUJ4178__H_Mohallah_Zahid,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1839,74.1724,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1952,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ4649,,LTE_GUJ4649__P_Loyawalabazar,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.2041,74.1833,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,117,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9443,,LTE_GUJ9443__S_Sultanpura Warid_MDGJ3916,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1552,74.1659,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,883,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9444,,LTE_GUJ9444__S_Prince Rd Warid_MDGJ1837,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1691,74.1662,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,869,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9445,,LTE_GUJ9445__S_Mubarak Colony Warid_MDGJ4641,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.1525,74.1596,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,1954,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9446,,LTE_GUJ9446__S_Qaddafi Rd Warid_MDGJ4640,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1585,74.1606,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,883,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9447,,LTE_GUJ9447__S_Hafizabad Rd Warid_MDGJ4164,Huawei,GUJRANWALA,Huawei,Hub,Hub,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.156,74.1552,2G/LTE,Standby,Indoor,Genset Installed,JAZZ,,,883,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9448,,LTE_GUJ9448__S_Siddiq Colony Warid_MDGJ4646,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,7.0,C4-GUJ-01,32.1368,74.2015,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2016,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9449,,LTE_GUJ9449__S_Saddar Thana Warid_MDGJ4156,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1349,74.1959,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2016,Fixed Site,Non Switch,1,-   ,-   ,1
4G,GUJ9450,,LTE_GUJ9450__S_Gulshanabad Warid_MDGJ4155,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.152,74.1735,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,0,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9451,,LTE_GUJ9451__S_Mubarak shah RD Warid_MDGJ4157,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1506,74.1821,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2012,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,GUJ9452,,LTE_GUJ9452__S_Janat Town Warid_MDGJ4161,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-02,32.1601,74.1755,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,879,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3753,,LTE_RUR3753__S_MRDGujShkRd,Huawei,SHEIKHUPURA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C4-GUJ-01,31.923,74.0954,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2028,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR3946,,LTE_RUR3946__S_GhakharMandi3,Huawei,WAZIRABAD,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,9.0,C4-WZD-07,32.3631,74.2108,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR+CM-PAK Guest,,,2625,Fixed Site,Non Switch,2,-   ,-   ,2
4G,RUR4468,,LTE_RUR4468__S_MaanVillage_Ufone_3892,Huawei,GUJRANWALA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.1236,74.0743,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,2660,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4508,,LTE_RUR4508__S_DharowalKangWZB,Huawei,GUJRANWALA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,8.0,C4-WZD-07,32.3552,73.9536,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2624,Fixed Site,Non Switch,1,-   ,-   ,1
4G,RUR4509,,LTE_RUR4509__S_Wzbwaiyanwalapind,Huawei,GUJRANWALA,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,9.0,C4-GUJ-02,32.327587,74.060711,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2092,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4663,,LTE_RUR4663__S_GUJAddaQaziKot,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.1495,74.0868,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,869,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4664,,RUR4664__H_GUJDhodhapind,Huawei,SARGODHA,Huawei,Bronze,Bronze,Macro,Central A,Huawei,R1,7.0,C4-NRW-05,32.1639,74.6905,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2686,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4666,,LTE_RUR4666__P_GUJButtranwali,Huawei,GUJRANWALA,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.2261,74.2438,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2989,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4668,,LTE_RUR4668__S_GUJMandialaTega,Huawei,GUJRANWALA,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,8.0,C4-GUJ-01,32.1243,74.3148,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2016,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4795,,LTE_RUR4795__S_QDHChuhewali,Huawei,GUJRANWALA,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,9.0,C4-HFZ-06,32.0148,73.9135,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2699,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4796,,LTE_RUR4796__S_KMKFerozwala,Huawei,GUJRANWALA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C4-GUJ-01,32.1392,74.2669,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2016,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIG5703,,LTE_DIG5703__S_Fawwadtowndigri,Huawei,DIGRI,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.164,69.1092,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,24,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIG5727,,LTE_DIG5727__S_Fateh_town_digri,Huawei,DIGRI,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-MPK-03,25.152,69.1114,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR+CM-PAK Guest,,,70,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIG6262,,LTE_DIG6262__H_KacheloRailwayStation,Huawei,DIGRI,Huawei,Hub,Hub,Macro,South,MES,R2,34.0,S2-MPK-03,25.2055,69.1859,2G/LTE,Standby,Indoor,Genset Installed,Jazz Host/CM-PAK Guest,,,24,Fixed Site,Switch,5,-   ,-   ,5
4G,DIG6526,,LTE_DIG6526__P_DIG6526__DTE_Digri,Huawei,DIGRI,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-MPK-03,25.1579,69.1109,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,70,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIG8053,,LTE_DIG8053__Kot Ghulam Muhammad (Jamesabad) 2,Huawei,DIGRI,Huawei,Diamond,Diamond,Macro,South,MES,R2,33.0,S2-MPK-03,25.2174,69.1897,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,24,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW0198,,LTE_HGW0198__S_,Huawei,MATLI,Huawei,Diamond,Diamond,Macro,South,MES,R2,33.0,S2-MPK-03,25.0697,69.0578,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,24,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW6939,,LTE_HGW6939__S_Digri Sugher Mill,Huawei,MATLI,Huawei,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.1571,69.0312,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/TELENOR Host,,,24,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW1233,,LTE_HGW1233__S_Soofiabad_Digri Road_Enfra,Huawei,DIGRI,Huawei,Gold,Gold,Macro,South,MES,R2,34.0,S2-MPK-03,25.115,69.16032,2G/LTE,DC Shared,Outdoor,Genset Installed,Enfrashare,,,24,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIG4312,,LTE_DIG4312__S_Ghareebabad Digri,Huawei,DIGRI,Huawei,Diamond,Diamond,Macro,South,MES,R2,34.0,S2-MPK-03,25.15483,69.10867,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,24,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HGW5481,,HGW5481_S_Goth Ahmed Ali Baghrani,Huawei,MIRWAH GORCHANI,Huawei,Diamond,Diamond,Macro,South,MES,R2,33.0,S2-MPK-03,25.3513,69.0902,2G/LTE,DC Shared,Outdoor,Genset Installed,E.Co,,,2628,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIG5726,,LTE_DIG5726_S_Mir Jan Mohd Colony Digri,Huawei,DIGRI,Huawei,Platinum,Platinum,Macro,South,MES,R2,33.0,S2-MPK-03,25.15512,69.11498,2G/LTE,DC Shared,Outdoor,Genset not Installed,E.Co,,,24,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DEP4851,,DEP4851_Digija Kot,ZTE,MITHIANI,ZTE,Gold,Gold,Macro,South,MES,R2,33.0,S2-DDU-06,26.87587,68.04804,2G/LTE,DC Shared,Outdoor,Genset Installed,ATL,,,4025,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY7249,,LTE_HWY7249__S_DianaMor,ZTE,AHMEDPUR SYAL,ZTE,Diamond,Diamond,Macro,Central B,Mobiserve,R2,23.0,C5-JHG-06,30.882,71.8635,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,554,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5454,,LTE_RUR5454_S_Mousa Khar PO Mandra Kalan,Huawei,DERA ISMAIL KHAN,Huawei,Diamond,Diamond,Macro,North,HNL,R1,17.0,N2-DIK-07,31.96502,70.97873,2G/LTE,CP Prime,Outdoor,Genset not Installed,ATL,,,2905,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5481,,LTE_RUR5481,Huawei,DERA ISMAIL KHAN,Huawei,Bronze,Bronze,Macro,North,HNL,R1,17.0,N2-DIK-07,31.45643,70.43732,2G/LTE,Standby,Outdoor,Genset Installed,E.Co,,,2701,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4876,,LTE_RUR4876_USF_Village Abdul Khel_D I Khan,Huawei,DERA ISMAIL KHAN,Huawei,Bronze,Bronze,Macro,North,HNL,R1,17.0,N2-DIK-07,32.3181,70.9777,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,140,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5857,,LTE_RUR5857_H_Hakim RaghoKirri Khaisore DI Khan,Huawei,DARYA KHAN,Huawei,Bronze,Bronze,Macro,Central B,Mobiserve,R1,17.0,C6-BKR-05,32.339032,71.227041,2G/LTE,DC Shared,Outdoor,Genset not Installed,ATL,,,2635,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR5897,,LTE_RUR5897_H_Maini Kot Murtaza Gardavi Tank,Huawei,TANK,Huawei,Bronze,Bronze,Macro,North,HNL,R1,17.0,N2-DIK-07,32.1481,70.10894,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2631,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DAB3922,,LTE_DAB3922__S_TragranWalaPind,ZTE,MIANWALI,ZTE,Diamond,Diamond,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,32.2048,71.5123,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,687,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DAB4594,,DAB4594__S_MozaJhandawala,ZTE,MIANWALI,ZTE,Hub,Hub,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,32.0756,71.6055,2G/LTE,T-Prime,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,753,Fixed Site,Non Switch,2,-   ,-   ,2
4G,RUR1452,,LTE_RUR1452__S_Chak 18 ML,ZTE,MIANWALI,ZTE,Platinum,Platinum,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,32.2033,71.3892,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,289,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR4174,,LTE_RUR4174__S_Wanda Nazar Hussain shah,ZTE,MIANWALI,ZTE,Diamond,Diamond,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,32.1916,71.3016,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,289,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY2730,,HWY2730__S_Hameed_Kot Warid_1X3669,ZTE,MIANWALI,ZTE,Diamond,Diamond,Macro,Central B,Mobiserve,R2,20.0,C6-BKR-05,32.2277567,71.5173163,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,687,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,HWY2811,,HWY2811__S_CHAH_ASSALA_KHANWALA Warid_195219,ZTE,MIANWALI,ZTE,Bronze,Bronze,Macro,Central B,Mobiserve,R2,22.0,C6-BKR-05,32.22536,71.32334,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,289,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RWP5344,,LTE_RWP5344_ Water tank located at Street3A_Sector_B,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.493854,73.125788,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,1902,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DGK1796,,DGK1796__S_Mohallah Nourang Abad,ZTE,DERA GHAZI KHAN,ZTE,Bronze,Bronze,Macro,Central B,HNL,R1,17.0,C7-DGK-05,30.06927,70.6356,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,9,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR2849,,RUR2849__S_USF Basti airsand mukh Kohe Sulman,ZTE,DERA GHAZI KHAN,ZTE,Bronze,Bronze,Macro,Central B,HNL,R1,17.0,C7-DGK-05,30.05172,70.08755,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,Solar Site,2750,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR2905,,RUR2905__S_USF Moza Mandwani,ZTE,DERA GHAZI KHAN,ZTE,Bronze,Bronze,Macro,Central B,HNL,R1,17.0,C7-DGK-05,30.79322,70.43643,2G/LTE,DC Shared,Outdoor,Genset not Installed,ATL,,Solar Site,2941,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR2851,,RUR2851__S_USF Moza Khalero Tehsil Kohe Suleman,ZTE,DERA GHAZI KHAN,ZTE,Bronze,Bronze,Macro,Central B,HNL,R1,17.0,C7-DGK-05,31.05266,70.316167,2G/LTE,DC Shared,Outdoor,Genset not Installed,ATL,,Solar Site,2941,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DGK1896,,DGK1896__S_New Defence View Housing Society,ZTE,DERA GHAZI KHAN,ZTE,Diamond,Diamond,Macro,Central B,HNL,R1,17.0,C7-DGK-05,30.01885,70.644715,2G/LTE,DC Shared,Outdoor,Genset not Installed,ATL,,,3147,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR2906,,LTE_RUR2906__S_Basti Buzdar,ZTE,TAUNSA,ZTE,Bronze,Bronze,Macro,Central B,HNL,R1,17.0,C7-DGK-05,30.7647,70.5431,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,Solar Site,3362,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,RUR2907,,RUR2907_Basti Tarkai,ZTE,DERA GHAZI KHAN,ZTE,Bronze,Bronze,Macro,Central B,HNL,R1,17.0,C7-DGK-05,29.955913,70.002128,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,Solar Site,2750,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DEW0562,,LTE_DEW0562__S_Thatta_to_Badin_Road_3_warid_MR3N3771,Huawei,DEWAN CITY,Huawei,Platinum,Platinum,Macro,South,MES,R2,34.0,S2-BDN-02,24.6212,68.3118,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,72,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIK3973,,LTE_DIK3973_Bhaktawarabad Colony,Huawei,DERA ISMAIL KHAN,Huawei,Bronze,Bronze,Macro,North,HNL,R1,17.0,N2-DIK-07,31.8422,70.9191,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,136,Non Fixed,Non Switch,-   ,-   ,-   ,-   
4G,DIK4284,,LTE_DIK4284_KOTLA SYEDAN DARABAN ROAD,Huawei,DERA ISMAIL KHAN,Huawei,Platinum,Platinum,Macro,North,HNL,R1,17.0,N2-DIK-07,31.824,70.84584,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,136,Non Fixed,Non Switch,-   ,-   ,-   ,-   
